titulo_servico,descricao_completa
Informações sobre o Programa Bolsa Família,"## O que é

O Programa Bolsa Família é o maior programa de transferência de renda do Brasil, relançado em março para substituir o Auxílio Brasil. Ele é reconhecido por ter tirado milhões de famílias da fome, oferecendo um modelo de benefício que considera o tamanho e as características de cada família.

Este serviço fornece informações completas sobre o programa, incluindo os critérios de elegibilidade, como realizar o cadastro e os diversos benefícios que são oferecidos aos participantes.

## Para que serve

O programa serve para **garantir renda básica** a famílias em situação de pobreza, promovendo a integração de políticas públicas. Ele fortalece o acesso a direitos essenciais como saúde, educação e assistência social.

Além disso, o Bolsa Família proporciona diversos benefícios financeiros, como o Benefício de Renda de Cidadania (R$142,00 por integrante), Benefício Primeira Infância (R$ 150,00 por criança de 0 a 7 anos) e Benefício Variável Familiar (R$ 50,00 para gestantes, crianças de 7 a 12 anos e adolescentes de 12 a 18 anos).

## Quem pode solicitar

O Programa Bolsa Família pode ser solicitado por **cidadãos que compõem famílias em situação de pobreza**. A principal regra de elegibilidade é que a renda de cada pessoa da família seja de, no máximo, R$ 218,00 por mês.

Para se cadastrar, é necessário que a família atenda a este critério de renda e realize o registro nos Centros de Referência de Assistência Social (CRAS) ou na Central CADRio."
Fiscalização de má conduta do motorista/despachante,
Poda de árvore em vias públicas,
Verificação de frequência irregular da coleta domiciliar com retirada do resíduo,
Atendimento em unidades de Atenção Primária em Saúde,"## **O que é:**

O Atendimento nas Unidades de Atenção Primária constitui o principal ponto de entrada da população na rede de saúde do município do Rio de Janeiro. Esse atendimento é realizado nas Clínicas da Família e nos Centros Municipais de Saúde (CMS), organizados por território para garantir proximidade, vínculo e continuidade do cuidado. Nessas unidades, equipes de saúde da família e multiprofissionais coordenam a atenção à saúde, acolhendo o usuário desde sua chegada e oferecendo orientação e atendimento conforme suas necessidades.


## **Para que serve:**

As unidades oferecem consultas, exames, procedimentos, dispensação de medicamentos, imunizações e acompanhamento em diversas linhas de cuidado. Também desenvolvem ações de promoção da saúde, como o Programa Academia Carioca e o Programa Saúde na Escola. As atividades seguem as diretrizes da Secretaria Municipal de Saúde descritas na Carteira de Serviços da Atenção Primária (2021).


## **Quem pode solicitar:**

O atendimento pode ser solicitado por qualquer cidadão que resida na área de cobertura da Clínica da Família ou CMS. Para isso, é necessário realizar o cadastro na unidade, que pode ser feito pelo ACS durante a visita domiciliar ou diretamente na recepção.

Os serviços são ofertados conforme avaliação inicial realizada pela equipe. O atendimento segue critérios de acolhimento, escuta qualificada e agendamento conforme critérios clínicos, podendo ocorrer no mesmo dia ou ser agendado em até 30 dias de acordo com a gravidade e a necessidade de cada caso."
IPTU – Certidão de Histórico Fiscal,"## O que é

Este serviço permite a abertura de um procedimento para obter a Certidão de Histórico Fiscal de um imóvel. Essa certidão contém os dados cadastrais e fiscais do imóvel, com base nos registros e no sistema informatizado do IPTU.

Ela detalha informações como o ano de criação da inscrição, o proprietário, a área, a utilização, a tipologia, a posição em relação ao logradouro, o ano de desdobramento (se houver), suas alterações e o número do processo administrativo que gerou essas mudanças.


## Para que serve

A certidão serve para apresentar o histórico fiscal completo de um imóvel, sendo útil para fins gerais e também para processos de usucapião. Ela fornece um panorama detalhado das informações fiscais e cadastrais do imóvel ao longo do tempo.


## Quem pode solicitar

Este serviço pode ser solicitado por proprietários de imóveis, seus procuradores, sucessores (como inventariantes) ou representantes legais de pessoas jurídicas que necessitem do histórico fiscal de uma inscrição imobiliária. Também é destinado a quem precisa da certidão para processos de usucapião."
Autorização e legalização de comércio ambulante,"## **O que é:**

Este serviço consiste na autorização para o exercício do comércio ambulante em logradouros públicos e praias, incluindo a utilização de módulos. Ele permite que cidadãos atuem como vendedores ambulantes de forma regularizada. O serviço é pago, com valores que variam conforme a legislação e a possibilidade de isenção em alguns casos.

Além disso, pintores e artistas plásticos podem expor quadros, telas e peças de arte em logradouros públicos, independentemente de qualquer ônus, mediante a mesma autorização.


## **Para que serve:**

Garantir a legalização e a regularização das atividades de comércio ambulante em espaços públicos, como ruas e praias. Também permite a exposição de obras de arte por pintores e artistas plásticos em logradouros públicos, assegurando o cumprimento das normas municipais.


## **Quem pode solicitar:**

Este serviço pode ser solicitado por cidadãos que desejam atuar como comerciantes ambulantes em logradouros públicos e praias. Também é destinado a** **pintores e artistas plásticos que pretendem expor suas obras de arte em espaços públicos, necessitando da devida autorização."
Resgate de animais silvestres,
Informações sobre liberação de veículos rebocados,
Emissão de guia de pagamento de Dívida Ativa em atraso,"## **O que é:**

Quando houver atraso no pagamento de uma das parcelas, o contribuinte poderá emitir guia de regularização, desde que o parcelamento não tenha sido automaticamente cancelado.

O pagamento das prestações do acordo é mensal e o atraso das cotas poderá acarretar o cancelamento do parcelamento.


## **Para que serve:**

O objetivo é permitir que o contribuinte compreenda a situação de seu parcelamento de Dívida Ativa com parcelas em atraso. Isso possibilita a regularização do débito e ajuda a evitar o cancelamento do acordo.


## **Quem pode solicitar:**

Qualquer cidadão ou empresa que possua um acordo de parcelamento de Dívida Ativa com o município e que esteja com parcelas vencidas."
Histórico de Tarifas,
"IPTU - Regularização, parcelamento, restituição, alegação ou transposição","## O que é:

Regularização de débitos de Imposto Predial e Territorial Urbano (IPTU) e da Taxa de Coleta de Lixo e Limpeza Pública (TCL).


## **Para que serve:**

- **Parcelamento - **permite que o pagamento seja facilitado em até 86 parcelas;
- **Restituição - **permite o reembolso e valores pagos indevidamente;
- **Alegação - **só deve ser feita no caso de pagamento não registrado no sistema e;
- **Transposição -** serve para quando o pagamento foi feito para o imóvel errado.


## **Quem pode solicitar:**

Pessoas físicas e jurídicas que possuam débitos de IPTU e TCL junto ao Município do Rio de Janeiro e desejam regularizar sua situação fiscal."
Informações sobre gratuidade no transporte municipal,"### O que é:

O direito à gratuidade no transporte público municipal do Rio de Janeiro é previsto na Lei nº 3.167/2000 e o benefício é concedido por meio do **Cartão Jaé**, garantindo o acesso gratuito ao transporte para determinados grupos da população, conforme as regras estabelecidas pela legislação.


### Como funciona:

A gratuidade permite que pessoas que se enquadram nos critérios legais utilizem o transporte público municipal sem pagamento da tarifa, respeitando as condições específicas de cada categoria.


O benefício é assegurado nas seguintes situações:

- **Idosos com 65 anos ou mais:** acesso mediante cartão eletrônico ou documento de identidade, sem limite de viagens;
- **Pessoas com deficiência e seus acompanhantes:** uso mediante cartão eletrônico, sem limite de viagens;
- **Pessoas com doenças crônicas:** uso mediante cartão eletrônico, com limite mensal de viagens definido por prescrição médica, conforme a frequência necessária ao tratamento;
- **Estudantes da rede pública de ensino fundamental e médio**, universitários beneficiados por programas federais de acesso ao ensino superior ou estudantes universitários com renda familiar per capita de até um salário mínimo: limite de **76 viagens por mês**, com cartão eletrônico;
- **Crianças de até 5 anos:** gratuidade no transporte municipal.


### Público-alvo:

Pessoas que se enquadram nas categorias previstas na legislação municipal, como idosos, pessoas com deficiência, pessoas com doenças crônicas, estudantes da rede pública e crianças.


### Informações importantes:

A **gratuidade também é garantida nos** **transportes especiais complementares** do município. Quando o veículo tiver capacidade entre 8 e 11 passageiros, é obrigatório o transporte de pelo menos um passageiro com direito à gratuidade."
ISS – Consulta de Pendências com o Fisco Municipal para Ingresso no Simples Nacional,
Multa de Trânsito - Cancelamento (1ª Instância),
Varrição de vias públicas,
Capina em vias públicas,
Informações sobre o Plano de Saúde do Servidor Municipal - PSSM,
Consulta e emissão de Auto de Infração - Coordenadoria de Controle Urbano,
Pesquisa de existência de alvará,"## O que é:

Este serviço permite consultar a base de dados da Prefeitura para verificar a existência de um alvará de funcionamento. Por meio deste serviço, é possível verificar se há um alvará ativo para os dados fornecidos e quais atividades estão licenciadas para aquele local ou profissional. A pesquisa pode ser feita utilizando o número do CPF, do CNPJ ou da Inscrição Municipal.


## Para que serve:

Verificar de forma rápida e oficial se um estabelecimento ou profissional possui um alvará de funcionamento válido. O serviço também detalha as atividades que estão licenciadas, garantindo transparência e conformidade com as regulamentações municipais.


## Quem pode solicitar:

Empresas e profissionais autônomos que desejam verificar a situação de um alvará de funcionamento. Qualquer cidadão interessado em consultar a existência de um alvará para um CPF, CNPJ ou Inscrição Municipal específica pode utilizar este serviço."
