titulo_servico,nome_orgao,categoria,status_do_servico,analise_relevancia
Informações sobre concurso para eleição da Corte Real do Carnaval,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Não fica - validado
Realização de necropsia em animais de médio e pequeno porte,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Procuradoria Geral do Município,Procuradoria Geral do Município do Rio de Janeiro,Trabalho,Publicado,Fica
Informações sobre o BioParque do Rio,Fundação Jardim Zoológico da Cidade do Rio de Janeiro,Cidade,Publicado,Fica
Licença para desmonte de rocha ou estabilização de encosta,Fundação Instituto de Geotécnica do Município do Rio de Janeiro,Licenças,Publicado,Fica
"Cumprimento de exigências do Corpo de Bombeiros, Light e CEG em Imóveis protegidos",Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Informações sobre patrocínio em eventos esportivos,Secretaria Municipal de Esportes,Cultura,Publicado,Fica
Programa de Dispensação de Tecnologia Assistiva da SMS (OPM's),Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Informações sobre Programa Academia Carioca da Saúde,Secretaria Municipal de Saúde,Saúde,Aguardando Aprovação,Fica
Notificação de irregularidades em contratos de empresas terceirizadas do Riocentro,"Riocentro S.A. - Centro de Feiras, Exposições e Congressos do Rio de Janeiro",Trabalho,Publicado,Fica
Agendamento de vistoria por permissão em táxi,Secretaria Municipal de Transportes,Transporte,Publicado,Provavelmente não fica
Inclusão e exclusão de técnica artística ou produto em Feirartes,Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Inscrição de chapa de eleição para Comissão de Administração de Feirartes e representantes de Feiras de Ambulantes,Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Guarda Municipal,Guarda Municipal do Rio de Janeiro,Trabalho,Publicado,Fica
Informações sobre ações para reassentamento,Secretaria Municipal de Habitação,Cidade,Publicado,Fica
Informações sobre custeio em projetos esportivos,Secretaria Municipal de Esportes,Cultura,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Infraestrutura,Secretaria Municipal de Infraestrutura,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Controladoria Geral do Município,Controladoria Geral do Município do Rio de Janeiro,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Fundação Cidade das Artes,Fundação Cidade das Artes,Trabalho,Publicado,Fica
Licenciamento de movimento de material terroso para fins de recuperação de áreas degradas por terraplanagem,Fundação Instituto de Geotécnica do Município do Rio de Janeiro,Meio Ambiente,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Companhia Municipal de Transportes Coletivos,Companhia Municipal de Transportes Coletivos,Trabalho,Publicado,Fica
Declaração de cota de greide,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da RioFilme,Distribuidora de Filmes S.A. - RIOFILME,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Trabalho,Publicado,Fica
Fiscalização de caça e/ou captura de animais silvestres,Secretaria Municipal de Meio Ambiente e Clima,Animais,Publicado,Fica
Cadastramento de cotista para pensão alimentícia paga por servidor municipal,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Fiscalização de danos à arborização urbana,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
Declaração de isenção de reservatório de retardo,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da GEO-Rio,Fundação Instituto de Geotécnica do Município do Rio de Janeiro,Trabalho,Publicado,Fica
Acompanhamento de processo na Coordenadoria de Feiras,Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Informações sobre o Conselho Municipal de Política Cultural,Secretaria Municipal de Cultura,Cultura,Publicado,Não fica - validado
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Fazenda,Secretaria Municipal de Fazenda,Trabalho,Publicado,Fica
Consulta prévia para emissão de Relatório de Diretrizes Territoriais (RDT),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Conservação,Secretaria Municipal de Conservação e Serviços Públicos,Trabalho,Publicado,Fica
Solicitação de material de divulgação de informações turísticas,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Fica
Informações sobre eventos nas salas de exibição da RioFilme,Distribuidora de Filmes S.A. - RIOFILME,Cultura,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Rio-Urbe,Empresa Municipal de Urbanização - RIO-URBE,Trabalho,Publicado,Fica
Informações sobre o Programa de Fomento Cultural - Viva o Talento,Secretaria Municipal de Cultura,Cultura,Publicado,Não fica - validado
TAXI.RIO Cidades - Verificação de comportamento de taxistas contra usuários do aplicativo,Empresa Municipal de Informática S.A.,Transporte,Publicado,Fica
Vistoria para inclusão de veículo - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Navezinhas Cariocas,"Secretaria Municipal de Ciência, Tecnologia e Inovação",Educação,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da MultiRio,MULTIRIO - Empresa Municipal de Multimeios Ltda.,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Desenvolvimento Econômico,Secretaria Municipal de Desenvolvimento Econômico,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria Especial de Inclusão,Secretaria Especial de Inclusão,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Políticas para Mulheres e Cuidados,Secretaria Especial de Políticas para Mulheres e Cuidados,Trabalho,Publicado,Fica
Requerimento de aprovação de projeto geométrico viário,Secretaria Municipal de Infraestrutura,Obras,Publicado,Fica
"Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Ciência, Tecnologia e Inovação","Secretaria Municipal de Ciência, Tecnologia e Inovação",Trabalho,Publicado,Fica
Informações sobre a Procuradoria de Pessoal – PPE,Procuradoria Geral do Município do Rio de Janeiro,Servidor,Em Edição,Não fica - validado
Notificação de irregularidades em contratos de empresas terceirizadas da Previ-Rio,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria da Juventude Carioca,Secretaria Especial da Juventude Carioca,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Integração Metropolitana,Secretaria Especial de Integração Metropolitana,Trabalho,Publicado,Fica
Recurso de Auto de Infração emitido pela Rio-Águas,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Solicitação de certidão de existência de iluminação pública,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Não fica - validado
Gerenciamento de operações dentro das Unidades de Conservação e áreas protegidas,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Não fica - validado
Informações turísticas sobre a cidade,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria Municipal de Governo,,Trabalho,Publicado,Fica
Solicitação de atestado de capacidade técnica Rioluz,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Fica
"Solicitação de projetores, chaves de alimentação e desligamento de iluminação para eventos e filmagens em áreas públicas",Companhia Municipal de Energia e Iluminação,Cultura,Publicado,Fica
Informações sobre o projeto Coral Atrás da Nota,Secretaria Municipal de Administração,Cultura,Publicado,Não fica - validado
Informações sobre o uso de canudos de papel biodegradável e/ou reciclável,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Não fica - validado
Informações sobre a RioFilme,Distribuidora de Filmes S.A. - RIOFILME,Cultura,Publicado,Não fica - validado
Informações sobre consulta técnica sobre drenagem - Audiência com o engenheiro,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Naves Satélites,"Secretaria Municipal de Ciência, Tecnologia e Inovação",Educação,Publicado,Fica
Prorrogação do prazo de vistoria - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Fiscalização de obras de drenagem sem autorização,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Solicitação de Certidão de Inteiro Teor (CIT) da Vigilância Sanitária,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
"Análise de criação, ajuste de itinerário ou perímetro do transporte comunitário",Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Informações sobre a mostra de Artesanato ""Feira do Servidor""",Secretaria Municipal de Administração,Cultura,Publicado,Fica - Validado
Solicitação de atestado de fornecimento de material à Rioluz,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Fica
Informações sobre o monitoramento do nível da Lagoa Rodrigo de Freitas,Fundação Instituto das Águas do Município do Rio de Janeiro,Meio Ambiente,Publicado,Não fica - validado
Solicitação de uso da logomarca da Secretaria Municipal de Cultura,Secretaria Municipal de Cultura,Cultura,Publicado,Fica
Informações sobre a Procuradoria Trabalhista (PTA),Procuradoria Geral do Município do Rio de Janeiro,Cidadania,Publicado,Não fica - validado
Requerimento de aprovação de Projeto Estrutural de Obras de Arte Especiais,Secretaria Municipal de Infraestrutura,Licenças,Publicado,Fica
Análise e concessão do benefício de gratuidade no transporte público municipal para não munícipes - Passe Livre Especial,Secretaria Municipal da Pessoa com Deficiência,Transporte,Em Edição,Fica
"Análise, orientação ou fiscalização de animais comunitários",Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Atendimento em Centros Especializados de Reabilitação Auditiva - EXCLUIR,Secretaria Municipal de Saúde,Saúde,Aguardando Aprovação,Não fica - validado
"Atendimento Integral à Saúde do Adulto (Homem, Mulher e Pessoa Idosa)",Secretaria Municipal de Saúde,Saúde,Aguardando Aprovação,Fica
Autorização para Cooperativa e Associação de Táxi/Mototáxi - Abertura de Termo,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Cadastro de veterinários na plataforma do registro geral de animais – Sisbicho,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Cartão de Identificação de Auxiliar de Transportes - CIAT,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Como andar pelo Rio usando transporte público,Secretaria Municipal de Transportes,Transporte,Publicado,Não fica
Consulta de Processos Administrativos,Secretaria Municipal da Casa Civil,Cidadania,Em Edição,Fica
Emissão de guia de liquidação de parcelamento de Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
EXCLUIR - Patrimônio – Solicitação de instalação e manutenção de abrigo em ponto de ônibus,Superintendência Executiva de Patrimônio Imobiliário,Transporte,Aguardando Aprovação,Não fica - validado
"Fiscalização de caçamba particular, empresas e autônomos não credenciados, veículos não permitidos e fora do padrão",Companhia Municipal de Limpeza Urbana,Cidade,Publicado,Fica
Fiscalização sanitária de serviços veterinários e de interesse à saúde do animal,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Animais,Publicado,Fica
Inclusão de aluno para acompanhamento escolar,Secretaria Municipal de Educação,Educação,Publicado,Fica
Informações sobre a Procuradoria de Atenção à Saúde (PAS),Procuradoria Geral do Município do Rio de Janeiro,Saúde,Publicado,Não fica - validado
Informações sobre a Procuradoria de Urbanismo e Meio Ambiente,Procuradoria Geral do Município do Rio de Janeiro,Cidadania,Em Edição,Não fica - validado
Informações sobre a Procuradoria Tributária (PTR),Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Não fica - validado
Informações sobre Bailes Populares e Baile da Cinelândia,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Aguardando Aprovação,Não fica - validado
Informações sobre concessão de autorização de matrícula nova em Feirartes,Secretaria Municipal de Ordem Pública,Cultura,Publicado,Fica
Informações sobre juntada de documentos nos processos localizados na fiscalização ambiental,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Informações sobre o Jaé,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Informações sobre o Programa de Controle da Hanseníase,Secretaria Municipal de Saúde,Saúde,Em Edição,Fica - Validado
Informações sobre os produtos e projetos da MultiRio,MULTIRIO - Empresa Municipal de Multimeios Ltda.,Educação,Publicado,Fica - Validado
Informações sobre Restaurantes Populares,Secretaria Municipal de Trabalho e Renda,Cidadania,Publicado,Fica
Informações sobre transporte público,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Informações sobre valores de serviços funerários e recadastramento de jazigos,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Aguardando Aprovação,Fica
IPTU - Denúncia de imóvel não cadastrado no IPTU ou com dados incorretos,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
"IPTU – Informação sobre reconhecimento de imunidade, isenção e não incidência",Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
ISS - Baixa de autônomos estabelecidos - EXCLUIR,Secretaria Municipal de Fazenda,Tributos,Em Edição,Não fica - validado
ISS - Baixa para autônomos estabelecidos,Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
ISS - Cancelamento/Substituição de NF-e ou Declaração de serviços prestados/tomados.,Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
ISS - Emissão certidões de situação fiscal de ISS de autônomos,Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
ISS - Simples Nacional – Declaração Retida em Malha Fiscal PGDAS-D,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
ISS – Certidão de Situação Fiscal - ELIMINAR,Secretaria Municipal de Fazenda,Tributos,Em Edição,Não fica - validado
ISS – Parcelamento / Reparcelamento de débito não inscrito em dívida ativa,Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
ISS – Requerimento para Apropriação de guias do ISS (exclusivo para código de receita 129.5),Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
ISS – Tributação de Sociedades Uniprofissionais,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
ITBI - Consulta de protocolo/guia,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
ITBI - Correção de dados da guia paga em folha suplementar,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Licenciamento de instalações de ar-condicionado central e de exaustão de cozinha industrial,Companhia Municipal de Energia e Iluminação,Licenças,Publicado,Fica
Manutenção/Instalação/Remoção de abrigo de ônibus com ou sem publicidade,Superintendência Executiva de Patrimônio Imobiliário,Transporte,Aguardando Aprovação,Fica
Nota Carioca - Consulta aos créditos e abatimento no IPTU,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Nota Carioca - Desbloqueio de senha web,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Nota Carioca - Esclarecimento de dúvidas e legislação,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Notificação de irregularidades trabalhistas em contratos de empresas terceirizadas da Secretaria de Saúde,Secretaria Municipal de Saúde,Trabalho,Publicado,Fica - Validado
Oportunidades Cariocas,Secretaria Municipal da Casa Civil,Educação,Publicado,Fica - Validado
Programa Adote.Rio,Fundação Parques e Jardins,Cidade,Aguardando Aprovação,Fica
Programa Adote Rio (Unidades de Conservação),Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Projeto de greide e galeria de águas pluviais,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Questões com álcool e drogas,Secretaria Especial de Cidadania e Família,Cidadania,Aguardando Aprovação,Fica - Validado
Recurso ao auto de multa da Vigilância Sanitária,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Renovação da garantia contratual de vans (STPL),Secretaria Municipal de Transportes,Licenças,Publicado,Fica
Ressarcimento de taxas de diárias e remoção de veículo,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Solicitação de autorização para rebaixamento de meio-fio,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Aguardando Aprovação,Não fica - validado
Solicitação de prorrogação de prazo do Termo de Intimação,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Solicitações de profissionais da imprensa para a Assessoria de Comunicação da Riotur,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Não fica - validado
Vistoria para permuta de veículo - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Vistoria técnica em local onde há maus tratos de animais domésticos,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Informações sobre inscrição e atualização do Cadastro Único,Secretaria Municipal de Assistência Social,Família,Em Edição,Não fica - validado
Informações sobre o Programa Bolsa Família,Secretaria Municipal de Assistência Social,Família,Em Edição,Não fica - validado
Informações sobre o Programa Auxílio Gás dos Brasileiros,Secretaria Municipal de Assistência Social,Família,Em Edição,Não fica - validado
Informações sobre a Carteira da pessoa Idosa,Secretaria Municipal de Assistência Social,Família,Em Edição,Não fica - validado
Informações sobre o projeto de empreendedorismo comunitário,Secretaria Municipal de Assistência Social,Família,Em Edição,Não fica - validado
